link,category,price_from,price_to,similarweb_traffic,moz_da,semrush_as,ahrefs_dr_range,tat,link_attribution_type
charlottestories.com,"[""Business"", ""Education"", ""News and Media""]",164.99,172.49,37479,50,29,59,N/A,Dofollow
healthsoul.com,"[""Health"", ""Lifestyle"", ""Travelling""]",127.49,0,9390,27,13,53,N/A,Dofollow
zainview.com,"[""Business"", ""Entertainment""]",26.5,36.5,56,58,5,57,N/A,Dofollow
moderndiplomacy.eu,"[""Business"", ""Lifestyle"", ""News and Media""]",233.99,0,369565,62,47,74,Up to 5 days,Dofollow
dmxzone.com,"[""Equipment"", ""Technology"", ""Programming""]",18,18,19598,50,35,73,Up to 6 days,Dofollow
wbcomdesigns.com,"[""Business"", ""Miscellaneous"", ""Web-development""]",115.49,190.49,144787,42,40,80,Up to 6 days,Dofollow
healthworkscollective.com,"[""Business"", ""Health"", ""Technology""]",149.99,179.99,5907,52,18,62,N/A,Dofollow
mostinside.com,"[""Business"", ""Health"", ""Lifestyle""]",26.5,32.5,3893,40,13,44,N/A,Dofollow
bigwritehook.co.uk,"[""Health"", ""Internet"", ""Lifestyle""]",20.5,21.5,11656,39,35,52,Up to 2 days,Dofollow
watkinslawforthepeople.com,"[""Law""]",75,0,913,54,19,67,Up to 1 day,Dofollow
edumanias.com,"[""Education"", ""Health"", ""Home and Family""]",22.5,37.5,467,55,6,49,Up to 4 days,Dofollow
leadership.ng,"[""Business"", ""Culture"", ""Movies""]",149.99,160.49,982396,72,53,74,N/A,Dofollow
roohome.com,"[""Construction and Repairs"", ""Home and Family"", ""Real Estate""]",52.5,67.5,4838,70,11,43,N/A,Dofollow
completesports.com,"[""Entertainment"", ""Games"", ""Sports""]",374.98,389.98,380362,60,46,71,N/A,Dofollow
dutable.com,"[""Career and Employment"", ""Finance"", ""Technology""]",17.5,22.5,34030,26,30,48,Up to 3 days,Dofollow
hisforhomeblog.com,"[""Food"", ""Home and Family"", ""Lifestyle""]",149.99,172.49,17702,38,24,30,Up to 1 day,Dofollow
networthsparks.com,"[""Culture"", ""Fashion"", ""Lifestyle""]",25.5,32.5,3226,41,10,48,Up to 3 days,Dofollow
netlingo.com,"[""Education"", ""Technology"", ""Internet""]",119.69,128.69,45441,61,51,71,N/A,Dofollow
retailtimes.co.uk,"[""Business"", ""Books"", ""Lifestyle""]",953.2,1018.13,105235,56,41,75,N/A,Dofollow
westwaleschronicle.co.uk,"[""News and Media""]",43.5,73.5,10946,56,24,46,Up to 4 days,Dofollow
gamespot.com,"[""Games"", ""Technology"", ""Sports""]",22.5,27.5,46738246,92,81,86,Up to 6 days,Dofollow
moralstory.org,"[""Education"", ""Fashion"", ""Technology""]",17.5,19.5,17645,58,24,41,Up to 5 days,Dofollow
unfinishedman.com,"[""Lifestyle"", ""Travelling""]",0,482.53,130742,69,38,56,N/A,Dofollow
loyalshayar.com,"[""Business"", ""Health"", ""Technology""]",22.5,37.5,12209,54,30,59,Up to 5 days,Dofollow
rondasomontano.com,"[""Lifestyle"", ""News and Media"", ""Travelling""]",30.5,32.5,18950,39,29,44,Up to 6 days,Dofollow
richmondmom.com,"[""Education"", ""For ?hildren"", ""Home and Family""]",148.49,223.49,21043,65,34,51,Up to 4 days,Dofollow
feed.easybranches.com,"[""Business"", ""Entertainment"", ""Lifestyle""]",24.5,0,3749,59,18,58,Up to 1 day,Dofollow
devglan.com,"[""Technology"", ""Programming"", ""Software development""]",75,149.99,258377,43,42,66,Up to 6 days,Dofollow
inferse.com,"[""Business"", ""Technology"", ""Mobile""]",60,60,511,53,6,70,N/A,Dofollow
clickdo.co.uk,"[""Business"", ""Technology"", ""Marketing and Advertising""]",202.49,217.49,55807,33,35,62,N/A,Dofollow
vl-media.fr,"[""Business"", ""Technology"", ""News and Media""]",239.99,247.49,72776,58,42,63,N/A,Dofollow
bostonapartments.com,"[""Music"", ""Real Estate"", ""Society""]",82.5,157.49,15402,40,23,55,Up to 5 days,Dofollow
topinspired.com,"[""Entertainment"", ""Food"", ""Home and Family""]",164.99,187.49,8852,65,22,56,N/A,Dofollow
getholistichealth.com,"[""Beauty"", ""Food"", ""Health""]",81,155.99,129,53,13,43,Up to 5 days,Dofollow
stylesrant.org,"[""Art"", ""Fashion"", ""Home and Family""]",25.5,27.5,3866,60,21,44,Up to 6 days,Dofollow
socialmediamagazine.org,"[""Technology"", ""Marketing and Advertising"", ""News and Media""]",49.5,124.49,5886,31,21,45,N/A,Dofollow
gulfinside.com,"[""Movies"", ""Sports"", ""Travelling""]",45,45,1490,53,18,29,Up to 4 days,Dofollow
negosentro.com,"[""Business"", ""Finance"", ""Startups""]",52.5,60,403,65,17,50,N/A,Dofollow
citywatchla.com,"[""Business"", ""Law"", ""Politics""]",187.49,202.49,18804,55,34,60,Up to 5 days,Dofollow
pearltrees.com,"[""Education"", ""Technology"", ""Internet""]",17.5,17.5,2295991,84,50,82,Up to 5 days,Dofollow
technewsinfoo.com,"[""Business"", ""Health"", ""Technology""]",16.5,18.5,12791,31,18,55,Up to 2 days,Dofollow
shedblog.com.au,"[""Business"", ""E-commerce"", ""Home and Family""]",81,155.99,12720,19,23,32,Up to 7 days,Dofollow
siliconindia.com,"[""Business""]",134.99,179.99,98184,63,44,77,N/A,No
wphealthcarenews.com,"[""Health""]",104.99,149.99,3526,37,14,55,N/A,Dofollow
toocoolwebs.com,"[""Business"", ""Finance"", ""Technology""]",37.5,0,3263,47,22,65,Up to 5 days,Dofollow
kadhal.net,"[""Business"", ""Entertainment"", ""Lifestyle""]",36.5,60,22788,56,16,30,Up to 6 days,Dofollow
esnachricht.de,"[""Fashion"", ""Leisure and Hobbies"", ""Movies""]",25.5,29.5,5020,31,27,42,Up to 7 days,Dofollow
worldwidesciencestories.com,"[""Art"", ""Games"", ""Society""]",45,60,3641,41,29,73,Up to 5 days,Dofollow
glassespeaks.com,"[""Business"", ""Technology"", ""Travelling""]",30.5,35.5,2766,37,13,31,Up to 6 days,Dofollow
buzzsharer.com,"[""Animals and Pets"", ""Health"", ""Home and Family""]",79.5,87,2947,73,19,50,N/A,Dofollow
indonesiaexpat.id,"[""Business"", ""Lifestyle"", ""Travelling""]",90,97.5,,54,33,64,English,Dofollow
blinklist.com,"[""Games"", ""Technology"", ""Software development""]",389.98,404.98,61418,60,32,78,Up to 5 days,Dofollow
trendytarzen.com,"[""Business"", ""Fashion"", ""Health""]",36.4,65.85,53,53,12,48,N/A,Dofollow
unternehmen-heute.de,"[""Business"", ""Technology"", ""News and Media""]",440.98,0,12566,50,33,69,N/A,Dofollow
readdive.com,"[""Finance"", ""Technology"", ""Software development""]",33.5,34.5,3872,43,26,49,Up to 4 days,Dofollow
technoxyz.com,"[""Gadgets"", ""Technology"", ""Mobile""]",122.84,152.84,266461,58,40,69,N/A,Dofollow
parkmagazineny.com,"[""Beauty"", ""Health"", ""Travelling""]",45,54,5963,43,33,71,Up to 7 days,Dofollow
thoughtsmag.com,"[""Business"", ""Technology"", ""Marketing and Advertising""]",60,75,4365,61,31,62,N/A,Dofollow
metro.newschannelnebraska.com,"[""Law"", ""Nature"", ""News and Media""]",34.5,42,17706,77,44,76,Up to 9 days,Dofollow
robinwaite.com,"[""Business"", ""Career and Employment"", ""Finance""]",110.99,119.99,120126,38,37,70,Up to 5 days,Dofollow
thewebmagazine.org,"[""Business"", ""Health"", ""Technology""]",18.7,20.5,173,56,20,57,Up to 6 days,Dofollow
grammerheist.com,"[""Health"", ""Technology"", ""Travelling""]",26.5,27.5,74298,43,30,35,Up to 3 days,Dofollow
exploringthenorth.com,"[""Real Estate"", ""Sports"", ""Travelling""]",57,64.5,6919,51,34,52,Up to 3 days,Dofollow
erratichour.com,"[""Business"", ""Entertainment"", ""Technology""]",22.5,27.5,728,59,4,35,Up to 1 day,Dofollow
telegra.ph,"[""Construction and Repairs"", ""Technology"", ""Music""]",17.5,17.5,18247949,93,46,89,Up to 6 days,Dofollow
blogs.brighton.ac.uk,"[""Entertainment"", ""Technology"", ""Internet""]",67.5,75,54478,72,49,78,More than 10 days,Dofollow
storage.googleapis.com,"[""Business"", ""Technology"", ""Marketing and Advertising""]",299.99,344.98,39385808,94,48,92,N/A,Dofollow
mayfair-london.co.uk,"[""Fashion"", ""Lifestyle"", ""Shopping""]",494.98,502.47,15780,71,40,57,N/A,Dofollow
topdreamer.com,"[""Construction and Repairs"", ""Home and Family"", ""Travelling""]",112.49,134.99,506,56,5,54,N/A,Dofollow
getinkspired.com,"[""Business"", ""Technology"", ""Lifestyle""]",17.5,17.5,345167,51,37,69,Up to 6 days,Dofollow
designer-daily.com,"[""Marketing and Advertising"", ""Web-development""]",149.99,299.99,38301,65,31,73,N/A,Dofollow
siit.co,"[""Education"", ""Technology"", ""Internet""]",17.5,22.5,97971,36,32,55,Up to 6 days,Dofollow
savethebighouse.com,"[""Construction and Repairs"", ""Home and Family"", ""Real Estate""]",19.5,21.5,,54,4,35,English,Dofollow
bochumer-zeitung.com,"[""Business"", ""Home and Family"", ""Lifestyle""]",72,221.99,2602,44,30,42,Up to 2 days,Dofollow
fizzymag.com,"[""Entertainment"", ""Fashion""]",164.99,194.99,63370,37,32,53,Up to 6 days,Dofollow
travelbeginsat40.com,"[""Lifestyle"", ""Places"", ""Travelling""]",202.49,224.99,20087,38,27,49,Up to 5 days,Dofollow
travelforfoodhub.com,"[""Food"", ""Travelling""]",52.5,67.5,2037,61,11,22,N/A,Dofollow
punchng.com,"[""Culture"", ""Entertainment"", ""Society""]",449.98,479.98,9529372,86,73,81,N/A,Dofollow
classifieds.usatoday.com,"[""Business"", ""Finance"", ""Technology""]",0,509.97,264689,94,98,92,N/A,Dofollow
finduslawyers.org,"[""Law""]",36.5,45,1591,56,18,42,Up to 2 days,Dofollow
thecoinrepublic.com,"[""Beauty"", ""Fashion"", ""Technology""]",4109.7,4174.64,171581,45,44,71,N/A,Dofollow
futuristarchitecture.com,"[""Construction and Repairs"", ""Home and Family"", ""Real Estate""]",60,64.5,3459,74,17,59,Up to 4 days,Dofollow
redandwhitemagz.com,"[""Art"", ""Business"", ""Finance""]",112.19,187.19,7221,28,31,69,Up to 6 days,Dofollow
trendingnewsbuzz.com,"[""Games"", ""Technology"", ""News and Media""]",142.49,157.49,2612,64,23,54,Up to 4 days,Dofollow
davidicke.com,"[""Business"", ""News and Media"", ""Society""]",119.99,164.99,353299,73,39,70,N/A,Dofollow
omegaunderground.com,"[""Business"", ""Health"", ""Technology""]",52.5,66,1497,79,16,53,N/A,Dofollow
roadfood.com,"[""Art"", ""Lifestyle"", ""Society""]",18.5,19.5,44538,60,43,65,Up to 3 days,Dofollow
stylorize.uk,"[""Beauty"", ""Fashion"", ""Health""]",72,146.99,32711,38,35,32,N/A,Dofollow
builtin.com,"[""Business"", ""Career and Employment"", ""Internet""]",90,90,,70,72,85,English,Dofollow
seizeyourlifetoday.com,"[""Automobiles"", ""Health"", ""Miscellaneous""]",70.5,78,248,56,5,53,N/A,Dofollow
oberberg-nachrichten.de,"[""News and Media""]",167.99,0,590,37,17,39,N/A,Dofollow
techblaster.co.uk,"[""Business"", ""Technology"", ""Lifestyle""]",22.5,23.5,10321,37,19,46,Up to 4 days,Dofollow
noticiasdelaciencia.com,"[""Health"", ""Technology"", ""Science""]",82.5,0,125688,63,35,66,Up to 6 days,Dofollow
visitinghub.org,"[""Finance"", ""Games"", ""Sports""]",32.49,49.5,6031,43,19,27,Up to 5 days,Dofollow
nnaleb.com,"[""Business"", ""Education"", ""Health""]",35.5,35.5,6657,25,32,30,Up to 5 days,Dofollow
rowanhouseonline.org,"[""Construction and Repairs"", ""Home and Family"", ""Real Estate""]",17.5,22.5,,35,2,1,English,Dofollow
intlbm.com,"[""Business"", ""Finance"", ""Technology""]",58.5,96,30680,34,30,62,Up to 6 days,Dofollow
talk-business.co.uk,"[""Business""]",179.99,449.98,7609,47,26,71,N/A,Dofollow
passportsymphony.com,"[""Lifestyle"", ""Photography"", ""Travelling""]",60,90,5414,42,21,42,N/A,Dofollow
packagesly.com,"[""Business"", ""Finance"", ""Technology""]",22.5,0,259,53,18,32,Up to 3 days,Dofollow
gamezoom.net,"[""Entertainment""]",167.99,184.49,27503,42,33,56,N/A,Dofollow
usamagazine.net,"[""Business"", ""Technology"", ""News and Media""]",23.5,25.5,1393,56,4,37,Up to 5 days,Dofollow
kitchenfunwithmy3sons.com,"[""Books"", ""Food"", ""Home and Family""]",17.5,22.5,735238,65,44,66,Up to 2 days,Dofollow
digitfeast.com,"[""Gadgets"", ""Technology"", ""Marketing and Advertising""]",79.5,101.99,1646,53,26,55,N/A,No
kanaljogja.id,"[""Food"", ""Lifestyle"", ""Travelling""]",59.85,82.5,,35,26,48,Indonesian,Dofollow
kitchensurfing.com,"[""Books"", ""Food"", ""Health""]",66,140.99,6642,61,23,57,Up to 7 days,Dofollow
blog.smarthealthshop.com,"[""Food"", ""Health"", ""Lifestyle""]",27.5,85.5,646,63,5,31,N/A,Dofollow
famavip.com,"[""Business"", ""Lifestyle"", ""Sports""]",18.5,21.5,122,63,6,43,N/A,Dofollow
tinyhouseplans.com,"[""Construction and Repairs"", ""Home and Family"", ""Lifestyle""]",217.49,247.49,25700,21,31,41,N/A,Dofollow
luxurylaunches.com,"[""Fashion"", ""Lifestyle"", ""Travelling""]",1203.21,1268.14,4697099,75,35,71,N/A,Dofollow
thedailycpa.com,"[""Art"", ""Business"", ""Finance""]",45,67.5,813,32,13,41,N/A,Dofollow
imagewoof.com,"[""Health"", ""Home and Family"", ""Lifestyle""]",22.5,0,,56,5,15,English,Dofollow
mindowl.org,"[""Health"", ""Music"", ""Society""]",179.99,194.99,19077,60,28,51,N/A,Dofollow
flushthefashion.com,"[""Fashion"", ""Technology"", ""Lifestyle""]",78,93,6613,43,26,32,Up to 6 days,Dofollow
beargryllsgear.org,"[""Leisure and Hobbies"", ""Sports"", ""Travelling""]",67.5,82.5,7540,10,28,56,Up to 7 days,Dofollow
acage.org,"[""Health"", ""Lifestyle"", ""Sports""]",19.5,21.5,,65,4,36,English,Dofollow
followmystep.com,"[""Food"", ""Games"", ""Technology""]",30.5,34.5,456,61,4,40,N/A,Dofollow
vbusiness.co.uk,"[""Automobiles"", ""Business"", ""Sports""]",20.5,20.5,649,37,21,33,Up to 6 days,Dofollow
edy.com.mx,"[""Personal Blogs""]",45,55.5,52789,34,28,32,N/A,Dofollow
testimonial.to,"[""Health"", ""Technology"", ""Transport""]",17.5,17.5,138592,42,33,74,Up to 5 days,Dofollow
e-cryptonews.com,"[""Business"", ""Finance"", ""Technology""]",94.5,104.99,2482,59,22,55,N/A,Dofollow
techonpc.com,"[""Computers"", ""Technology"", ""Internet""]",22.5,45,77,65,12,39,N/A,Dofollow
legalaxe.com,"[""Law""]",107.99,182.99,,53,2,34,English,Dofollow
pen.nl,"[""Business"", ""Politics"", ""Society""]",316.48,0,55129,33,27,49,N/A,Dofollow
allmyfriendsaremodels.com,"[""Fashion"", ""Shopping""]",104.99,119.99,30770,38,28,40,N/A,Dofollow
fluentcpp.com,"[""Culture"", ""Finance"", ""Programming""]",54,69,43936,44,30,57,N/A,Dofollow
brightonjournal.co.uk,"[""Business"", ""Technology"", ""Lifestyle""]",100.49,115.49,12861,63,26,70,N/A,Dofollow
techprimex.com,"[""Business"", ""Technology"", ""Internet""]",22.5,26.5,8429,56,26,27,Up to 8 days,Dofollow
mporchards.com,"[""Finance"", ""Home and Family"", ""Movies""]",42,60,80,46,21,35,N/A,Dofollow
vanguardia.com,"[""Leisure and Hobbies"", ""Politics"", ""Travelling""]",892.82,0,5275131,75,58,73,N/A,Dofollow
trendingus.com,"[""Education"", ""Technology"", ""Lifestyle""]",164.99,179.99,25528,61,33,52,N/A,Dofollow
ottawasun.com,"[""Fashion"", ""Nature"", ""News and Media""]",614.97,629.97,,69,46,72,English,Dofollow
soho-london.co.uk,"[""Business"", ""Shopping"", ""Society""]",337.48,359.98,30176,59,39,42,N/A,Dofollow
cswarzone.com,"[""Games"", ""Society"", ""Sports""]",97.5,0,95136,32,32,41,N/A,Dofollow
k9magazine.com,"[""Animals and Pets"", ""Lifestyle""]",209.99,224.99,20732,53,33,56,N/A,Dofollow
boredmom.com,"[""Health"", ""Home and Family"", ""Travelling""]",115.49,142.49,18791,30,25,26,Up to 2 days,Dofollow
capitalmadrid.com,"[""Personal Blogs""]",614.97,629.97,33124,54,32,43,N/A,Dofollow
sktthemes.org,"[""Fashion"", ""Technology"", ""Leisure and Hobbies""]",299.99,329.98,76339,46,31,87,N/A,Dofollow
koelner-newsjournal.de,"[""Lifestyle""]",269.99,329.98,614,27,18,36,N/A,Dofollow
ecofriend.org,"[""Automobiles"", ""Environment"", ""Nature""]",75,75,1490,53,27,47,N/A,Dofollow
ourglobetrotters.com,"[""Culture"", ""Lifestyle"", ""Travelling""]",314.98,352.48,6889,36,22,44,N/A,No
vagabondfamily.org,"[""For ?hildren"", ""Home and Family"", ""Travelling""]",52.5,67.5,,58,5,21,English,Dofollow
thetubegalore.com,"[""Business"", ""Technology"", ""Lifestyle""]",20.5,21.5,22890,37,10,33,Up to 3 days,Dofollow
myamazingthings.com,"[""Construction and Repairs"", ""Home and Family"", ""Real Estate""]",59.85,68.85,,40,4,27,English,Dofollow
biographyninja.com,"[""Art"", ""Beauty"", ""Fashion""]",25,27.5,353,57,5,36,N/A,Dofollow
hustlersgrip.com,"[""Automobiles"", ""Food"", ""Sports""]",22.5,24.5,2308,21,16,42,Up to 5 days,Dofollow
syllablescounter.com,"[""Business"", ""Technology"", ""Law""]",48,60,4656,42,11,33,Up to 4 days,Dofollow
sheebamagazine.com,"[""Fashion"", ""Lifestyle""]",37.5,119.99,5591,32,19,38,N/A,No
mymmanews.com,"[""Entertainment"", ""Games"", ""Sports""]",90,97.5,31309,56,30,57,N/A,Dofollow
uniabhimanyu.com,"[""Business"", ""Miscellaneous"", ""Travelling""]",26.5,27.5,887,32,6,8,Up to 5 days,Dofollow
hvtimes.com,"[""Health"", ""Technology"", ""Sports""]",45,49.5,38,54,6,45,N/A,Dofollow
alsurtravel.com,"[""Travelling""]",19.5,21.5,,63,6,32,English,Dofollow
outfitsuggest.com,"[""Business"", ""Culture"", ""Fashion""]",70.5,79.5,536,63,6,42,N/A,Dofollow
knowillegal.com,"[""Business"", ""Home and Family"", ""Law""]",17.5,17.5,10033,38,6,49,Up to 8 days,Dofollow
greatercollinwood.org,"[""Finance"", ""Politics"", ""Travelling""]",104.99,134.99,12011,48,33,54,Up to 4 days,Dofollow
momoftwolittlegirls.com,"[""Home and Family"", ""Internet"", ""Music""]",164.99,194.99,,32,23,27,English,Dofollow
amtonline.com.br,"[""Technology"", ""Internet"", ""Software development""]",27.5,0,7358,25,18,11,N/A,Dofollow
jsnewstimes.com,"[""Entertainment"", ""Technology"", ""News and Media""]",22.5,23.5,,25,5,28,English,Dofollow
yenikonya.com.tr,"[""News and Media"", ""Politics"", ""Sports""]",60,90,322643,32,42,42,Up to 7 days,Dofollow
bpmoney.com.br,"[""Business"", ""Finance"", ""Music""]",149.99,224.99,162642,43,38,45,N/A,Dofollow
yourharlow.com,"[""Finance"", ""Movies"", ""Music""]",103.49,178.49,113103,38,38,43,N/A,Dofollow
weraveyou.com,"[""Entertainment"", ""Lifestyle"", ""Music""]",524.97,599.97,99619,57,31,64,N/A,Dofollow
thesavvyglobetrotter.com,"[""Travelling""]",185.24,194.99,14774,35,26,49,N/A,Dofollow
techsparkle.de,"[""Business"", ""Technology"", ""Lifestyle""]",43.5,60,7762,37,9,28,Up to 3 days,Sponsored
incrediblethings.com,"[""Entertainment""]",119.99,130.49,11645,69,25,61,N/A,Dofollow
fintechzoompro.com,"[""Art"", ""Business"", ""Finance""]",322.48,397.48,1690,45,45,65,N/A,Dofollow
minecraftforum.net,"[""Games"", ""Technology"", ""Sports""]",149.99,155.99,2603860,78,57,77,Up to 6 days,Dofollow
travelistia.com,"[""Lifestyle"", ""Places"", ""Travelling""]",66,140.99,1557,23,24,40,N/A,Dofollow
dezzain.com,"[""Technology"", ""Web-development""]",45,67.5,1448,37,20,72,N/A,Dofollow
lametropole.com,"[""News and Media"", ""Society"", ""Sports""]",58.5,0,6776,43,29,56,Up to 7 days,Dofollow
purplepieces.com,"[""For ?hildren"", ""For Women"", ""Lifestyle""]",52.5,75,593,28,19,16,N/A,Dofollow
biid.org,"[""Food"", ""Health"", ""Lifestyle""]",90,97.5,178,40,6,34,N/A,Dofollow
health.allwomenstalk.com,"[""Beauty"", ""Food"", ""Health""]",449.98,524.97,1717,73,35,72,N/A,Dofollow
fxtribune.com,"[""Business"", ""Finance"", ""News and Media""]",48,122.99,,56,5,46,English,Dofollow
macobserver.com,"[""Computers"", ""Mobile"", ""Software development""]",1139.57,149.99,190108,82,40,77,N/A,Dofollow
noticias24carabobo.com,"[""Business"", ""Technology"", ""News and Media""]",107.24,182.24,26115,76,33,62,N/A,Dofollow
altenberg.de,"[""Real Estate"", ""Society"", ""Travelling""]",27.5,0,21080,37,33,57,Up to 4 days,Dofollow
emiratitimes.com,"[""Business"", ""News and Media"", ""Sports""]",487.48,674.97,,58,29,35,English,Dofollow
sportsnewsireland.com,"[""Sports""]",269.99,284.99,12003,50,30,43,N/A,Dofollow
davidcouturier.fr,"[""Entertainment"", ""Marketing and Advertising"", ""Travelling""]",49.5,67.5,727,49,13,26,Up to 5 days,Dofollow
lawbattlefield.com,"[""Business"", ""Environment"", ""Law""]",18.5,0,155,27,8,33,Up to 5 days,Dofollow
cflowapps.com,"[""Business"", ""Career and Employment"", ""Technology""]",1140.87,1177.24,62499,33,41,70,N/A,Dofollow
notiactual.com,"[""Business"", ""Health"", ""Technology""]",0,75,30224,45,29,34,N/A,Dofollow
factspodium.com,"[""Entertainment"", ""News and Media"", ""Sports""]",45,52.5,28678,55,22,27,Up to 6 days,Dofollow
thetechdeck.hashnode.dev,"[""Games"", ""Technology"", ""News and Media""]",93,112.49,,79,46,82,English,Dofollow
fuveau.fr,"[""Business"", ""Finance"", ""Technology""]",178.34,208.34,2693,29,22,45,N/A,Dofollow
crowdyhome.com,"[""Construction and Repairs"", ""Home and Family"", ""Real Estate""]",87,104.99,341,37,4,37,N/A,Dofollow
kaboutjie.com,"[""Beauty"", ""Health"", ""Home and Family""]",34.5,48,2028,32,17,29,N/A,Dofollow
eduexpress.co.uk,"[""Education"", ""Technology"", ""Lifestyle""]",22.5,27.5,,56,6,39,English,Dofollow
infodispatcher.com,"[""Business"", ""Health"", ""Technology""]",19.5,17.5,,56,10,22,English,Dofollow
thenewstimes.co.uk,"[""Business"", ""Technology"", ""News and Media""]",19.5,22.5,,55,4,34,English,Dofollow
tubegalore.uk,"[""Business"", ""Culture"", ""Technology""]",20.5,23.5,10981,39,23,19,Up to 5 days,Dofollow
suggestnotes.com,"[""Business"", ""Health"", ""Technology""]",26.5,27.5,,42,12,6,English,Dofollow
skymetweather.com,"[""Environment"", ""Nature"", ""Places""]",49.5,110.99,604041,56,51,59,N/A,Dofollow
sciencenotes.org,"[""Technology"", ""Music"", ""Science""]",22.5,27.5,,63,50,66,English,Dofollow
