link,category,price_from,price_to,similarweb_traffic,moz_da,semrush_as,ahrefs_dr_range,tat,link_attribution_type
reverbico.com,"Finance, Technology, Marketing and Advertising",412.48,487.48,59646,35,34,,N/A,Dofollow
fintechnews.org,"Career and Employment, Computers, Health",269.99,277.49,5630,45,36,,N/A,Dofollow
thebreakingtimes.com,"Business, Lifestyle, Miscellaneous",58.5,66,3738,42,24,,N/A,Dofollow
tathit.com,"Health, Technology, Lifestyle",22.5,37.5,66,53,4,,N/A,Dofollow
neverlikeditanyway.com,"Fashion, Health, Lifestyle",17.5,22.5,40550,56,25,,Up to 4 days,Dofollow
matzav.com,"Culture, News and Media, Society",97.5,104.99,2201549,57,43,,Up to 3 days,Dofollow
thecanary.co,"Business, Technology, Internet",322.48,329.98,214731,67,39,,N/A,Dofollow
politicser.com,"Law, Politics, Society",45,60,443,35,29,,Up to 4 days,Dofollow
sparklewpthemes.com,"Fashion, Technology, Real Estate",268.49,343.48,5427,29,25,,N/A,Dofollow
amountainmomma.com,"Beauty, For Women, Home and Family",45,0,1843,53,23,,Up to 7 days,Dofollow
uktechnews.co.uk,"Business, Technology, Marketing and Advertising",141.19,216.18,8339,56,28,,Up to 6 days,Dofollow
bloghub.com.au,"Business, Health, Internet",27.5,32.5,458,21,15,,N/A,Dofollow
greencitytimes.com,"Automobiles, Business, Environment",82.5,0,38119,31,34,,Up to 3 days,Dofollow
pick-kart.com,"Business, Fashion, Lifestyle",17.5,17.5,438,55,25,,Up to 6 days,Dofollow
esgeeks.com,"Computers, Technology, Internet",110.99,185.99,17549,59,24,,N/A,Dofollow
steadyrun.com,"Automobiles, Business, Technology",26.4,36.4,3035,61,16,,Up to 3 days,Dofollow
thisdaylive.com,"Business, Culture, Politics",60,60,1196352,79,54,,Up to 3 days,Dofollow
pless.pl,"Business, News and Media, Travelling",87,109.49,554974,39,43,,Up to 5 days,Dofollow
nobartv.co.id,"Automobiles, Gadgets, News and Media",36.5,51,63081,55,36,,Up to 3 days,Dofollow
butlerdispatch.com,"Business, Fashion, Health",22.5,0,,43,5,,English,Dofollow
thehairstylish.com,"Beauty, Fashion, Lifestyle",34.5,0,2042,22,19,,N/A,Dofollow
thoughtnova.com,"Home and Family, News and Media, Society",45,60,46003,57,21,,N/A,Dofollow
kenyan-post.com,"Business, Entertainment, News and Media",118.49,133.49,282348,53,36,,N/A,Dofollow
theasset.com,"Business, Finance, Sports",158.99,181.49,43828,50,35,,N/A,Dofollow
businvestor.com,"Automobiles, Business, Real Estate",17.5,19.5,,51,6,,English,Dofollow
batterseawebexpert.com,"Business, Technology, Marketing and Advertising",185.99,260.99,16488,44,26,,N/A,Dofollow
rizzlineshub.com,"Business, Home and Family, Travelling",27.5,27.5,,39,12,,English,Dofollow
elplural.com,"Finance, Politics, Sports",577.23,652.23,8185819,77,68,,N/A,Dofollow
sampleboard.com,"Construction and Repairs, Home and Family, Real Estate",164.99,179.99,38009,46,38,,Up to 9 days,Dofollow
thelawbrigade.com,"Business, Technology, Law",60,75,17459,25,29,,N/A,Dofollow
ebaumsworld.com,"Health, Home and Family, Lifestyle",254.99,329.98,4293130,87,45,,N/A,Dofollow
timebulletin.com,"Entertainment, Technology, Lifestyle",52.5,52.5,3456,53,13,,Up to 4 days,Dofollow
techniciansnow.com,"Business, Technology, Marketing and Advertising",67.5,82.5,77,52,5,,N/A,Dofollow
hashmicro.com,"Business, Career and Employment, Internet",179.99,187.49,289850,38,47,,Up to 6 days,Dofollow
guetsel.de,"Art, Business, Culture",82.5,101.99,7668,61,33,,Up to 5 days,Dofollow
dottrusty.com,"Business, Finance, Lifestyle",17.5,19.5,12,51,6,,Up to 1 day,Dofollow
techbii.com,"Gadgets, Technology, Mobile",32,33.5,4934,57,26,,Up to 5 days,Dofollow
voiceofaction.org,"Business, Technology, Software development",37.5,67.5,288,33,6,,N/A,Dofollow
idntimes.com,"Health, Politics, Society",1830.48,1887.62,25011365,81,75,,N/A,Dofollow
breakingtravelnews.com,Travelling ,343.48,358.48,73233,70,37,,N/A,Dofollow
thirdclover.com,"Business, Law, Lifestyle",42,48,16398,54,24,,Up to 4 days,Dofollow
dripivplus.com,"Games, Technology, Lifestyle",26.4,50.85,31,65,5,,N/A,Dofollow
tvplutos.com,"Business, Home and Family, Sports",27.5,35.5,494,41,13,,Up to 4 days,Dofollow
ofthelaw.com,"Business, Law, ",17.5,22.5,,55,10,,English,Dofollow
theleader.com.au,"Culture, Movies, Nature",1152.56,1217.49,104059,61,39,,N/A,Dofollow
rom-game.fr,News and Media ,254.24,362.98,21033,46,28,,N/A,Dofollow
myliberla.com,"Food, News and Media, Personal Blogs",39,54,8766,50,25,,Up to 3 days,Dofollow
bitcu.co,"Finance, Games, Technology",75,90,10336,54,27,,N/A,Dofollow
techgyd.com,"Computers, Internet, Mobile",179.99,191.99,50630,74,34,,N/A,Dofollow
updatedhome.com,"Construction and Repairs, Home and Family, ",82.5,90,1643,30,20,,N/A,Dofollow
rindx.com,"Technology, Internet, Marketing and Advertising",58.5,133.49,1762,65,24,,N/A,Dofollow
techrounder.com,"Gadgets, Technology, Mobile",119.99,134.99,42852,35,33,,Up to 2 days,Dofollow
smbceo.com,Business ,27.5,32.5,5553,47,24,,More than 10 days,Dofollow
mainenewsonline.com,"Business, Health, Technology",119.99,149.99,471,51,6,,N/A,Dofollow
businessnewsday.com,"Business, Finance, Travelling",22.5,29.5,293,53,5,,N/A,Dofollow
sosoactive.com,"Business, Health, Technology",37.5,52.5,190,43,32,,Up to 4 days,Dofollow
skelabs.com,"Health, Technology, Lifestyle",22.5,23.5,340,52,19,,N/A,Dofollow
publicitarioscriativos.com,"Art, Technology, Marketing and Advertising",45,60,81827,46,34,,N/A,Dofollow
cilacap.info,"Law, News and Media, Society",58.5,0,22648,58,28,,Up to 5 days,Dofollow
trendoxygen.com,"Games, Home and Family, Sports",27.5,28.5,,39,21,,English,Dofollow
coupontoaster.com,"Fashion, Shopping, ",124.49,199.49,21535,68,27,,N/A,Dofollow
verisonalaw.com,"Home and Family, Law, Real Estate",94.5,104.99,12752,23,23,,Up to 6 days,Dofollow
tech.hindustantimes.com,"Art, Games, Technology",807.11,0,763718,93,99,,N/A,Dofollow
broadcontentbase.com,"Fashion, Movies, Sports",35.95,40.81,818,35,11,,Up to 3 days,Dofollow
soft2share.com,"Technology, Mobile, Software development",82.5,157.49,12,36,13,,N/A,Dofollow
tipsclear.com,"Business, Marketing and Advertising, News and Media",32.5,45,6,72,15,,N/A,Dofollow
houseintegrals.com,"Construction and Repairs, Home and Family, Real Estate",87,161.99,0,67,6,,N/A,Dofollow
fitnessprogramer.com,"Games, Health, Sports",389.98,419.98,14872,56,35,,N/A,Dofollow
bigtimedaily.com,"Business, Health, Lifestyle",82.5,157.49,0,56,6,,N/A,Dofollow
virtualandco.net,"Business, Health, Technology",18.5,23.5,0,56,5,,English,Dofollow
dailymagazinenews.com,"Business, Health, Technology",21.5,36.5,0,66,16,,Up to 3 days,Dofollow
homformation.co.uk,"Construction and Repairs, Home and Family, Leisure and Hobbies",32.5,37.5,1143,35,26,,Up to 3 days,Dofollow
authorityhealthmag.com,"Business, Food, Health",97.5,0,0,70,5,,N/A,Dofollow
healthbloging.com,"Food, Health, Lifestyle",73.5,84,0,62,5,,English,Dofollow
female.com.au,"Beauty, For Women, Lifestyle",337.48,359.98,5440,58,36,,N/A,Dofollow
redpres.com,"Technology, News and Media, Sports",25.5,35.5,4014,43,28,,Up to 2 days,Dofollow
businessleader.co.uk,"Art, Business, Sports",1666.85,1731.78,3159,57,37,,N/A,Dofollow
guides.co,"Business, Technology, Marketing and Advertising",17.5,22.5,3113,55,28,,Up to 5 days,Dofollow
happyeconews.com,"Business, Environment, Nature",140.99,215.99,2432,40,33,,Up to 7 days,Dofollow
majadahondamagazin.es,News and Media ,45,48,5741,41,32,,Up to 5 days,Dofollow
disruptmagazine.com,"Business, Technology, Internet",164.99,239.99,1785,42,31,,N/A,Dofollow
techsupportreviews.com,"Business, Technology, Marketing and Advertising",52.5,67.5,154,57,26,,English,Dofollow
myfrenchtipnails.com,"Beauty, Fashion, For Women",22.5,0,494,37,18,,Up to 3 days,Dofollow
estateagentnetworking.co.uk,"Construction and Repairs, Home and Family, Real Estate",65.62,73.12,270,31,27,,Up to 5 days,Dofollow
fightful.com,Sports ,371.23,446.23,136091,64,52,,Up to 5 days,Dofollow
devfolio.co,"Career and Employment, Culture, Technology",20,20,22257,47,40,,Up to 4 days,Dofollow
thecuriouslycreative.com,"Art, Construction and Repairs, Sports",49.5,124.49,19065,45,34,,Up to 2 days,Dofollow
socialnewsdaily.com,News and Media ,97.5,112.49,18021,67,26,,N/A,Dofollow
ngobrolgames.com,"Art, Games, Sports",45,64.5,5503,46,30,,Up to 4 days,Dofollow
eldinamo.cl,"Business, Entertainment, News and Media",494.98,569.97,110437,84,49,,N/A,Dofollow
developergang.com,"Marketing and Advertising, Software development, Web-development",26.5,30.5,1638,51,31,,Up to 8 days,Dofollow
newsfashionblog.com,"Fashion, Lifestyle, News and Media",27.5,37.5,0,17,4,,English,Dofollow
getsocialguide.com,"Technology, Marketing and Advertising, Web-development",34.5,37.5,0,32,6,,N/A,Dofollow
tagar.id,"Business, Culture, Politics",112.49,0,5702,39,29,,Up to 3 days,Dofollow
worldconstructiontoday.com,"Business, Finance, Internet",164.99,239.99,1077,29,28,,Up to 6 days,Dofollow
internenes.com,"Business, Technology, Lifestyle",37.5,45,42,45,19,,Up to 6 days,Dofollow
lyricsdaw.com,"Fashion, Health, Technology",32.5,37.5,361,60,23,,N/A,Dofollow
jerryscarryout.com,"Business, Fashion, Real Estate",24.5,26.5,0,53,9,,Up to 3 days,Dofollow
futuremagazine.co.uk,"Business, Health, Lifestyle",19.5,24.5,0,33,4,,English,Dofollow
factbites.com,"Business, Finance, News and Media",107.24,182.24,824,47,31,,Up to 6 days,Dofollow
packagingrevolution.net,News and Media ,104.99,134.99,4147,38,32,,N/A,Dofollow
wales247.co.uk,"Business, News and Media, Sports",188.99,202.49,2063,44,32,,N/A,Dofollow
letsreachsuccess.com,"Business, Finance, Marketing and Advertising",224.99,239.99,1737,42,27,,N/A,Dofollow
enostech.com,"Computers, Hardware development, Technology",90,149.99,1254,43,29,,N/A,Dofollow
ilcorrieredellacitta.com,"Technology, Lifestyle, Sports",2927.88,2992.82,23487,58,34,,N/A,Dofollow
betterdecoratingbible.com,"Home and Family, Lifestyle, Real Estate",90,112.49,270,43,16,,Up to 7 days,Dofollow
gluesticksgumdrops.com,"Food, Home and Family, Leisure and Hobbies",140.24,0,1803,53,30,,Up to 5 days,Dofollow
socialnews.xyz,"Business, Fashion, News and Media",104.99,0,76308,48,51,,N/A,Dofollow
businessyield.com,"Business, Marketing and Advertising, News and Media",197.99,272.99,30558,49,32,,N/A,Dofollow
aijourn.com,"Computers, Technology, Science",22.5,27.5,3667,42,36,,Up to 3 days,Dofollow
localnews8.com,"Games, News and Media, Sports",412.48,487.48,22503,63,43,,N/A,Dofollow
universitymagazine.ca,"Entertainment, Lifestyle, News and Media",364.33,394.33,2266,40,28,,N/A,Dofollow
areyoufashion.com,"Beauty, Fashion, Lifestyle",32.5,45,1209,53,26,,N/A,Dofollow
mysterioustrip.com,"Fashion, Gadgets, Lifestyle",63,78,931,57,24,,N/A,Dofollow
paderborner-blatt.de,"Business, Entertainment, Technology",149.99,194.99,3,57,12,,German,Dofollow
pizzafria.ig.com.br,"Games, Technology, Sports",131.99,206.99,14023,94,74,,Up to 6 days,Dofollow
apollotechnical.com,"Career and Employment, Education, Technology",224.99,232.49,5912,56,37,,N/A,Dofollow
theomnibuzz.com,"Business, Health, Technology",20.5,30.5,1299,58,25,,N/A,Dofollow
murshidalam.com,"Business, Health, Technology",22.5,24.5,0,52,18,,Up to 5 days,Dofollow
sweetsofties.com,"Finance, Home and Family, Leisure and Hobbies",131.99,206.99,26918,36,36,,Up to 5 days,No
tour-dhorizon.com,"Automobiles, Fashion, Travelling",119.99,149.99,14601,34,35,,N/A,Dofollow
globallyviz.com,"Culture, Fashion, Lifestyle",37,42.75,448,54,17,,Up to 4 days,Dofollow
smashnegativity.com,"Business, Technology, Lifestyle",20.5,23.5,0,62,6,,Up to 4 days,Dofollow
webnews21.com,"Business, Entertainment, Health",164.99,239.99,0,66,5,,N/A,Dofollow
linkcentre.com,"Business, Finance, Miscellaneous",27.5,45,4868,50,38,,Up to 9 days,Dofollow
dsnews.com,"Business, Finance, Real Estate",368.98,479.98,31,58,26,,N/A,Dofollow
regiondigital.com,News and Media ,164.99,164.99,8420,50,38,,Up to 7 days,Dofollow
moyens.net,"Business, Games, Technology",100.34,130.34,3328,46,28,,N/A,Dofollow
scallywagandvagabond.com,"Fashion, Lifestyle, News and Media",170.99,245.99,105,64,26,,N/A,Dofollow
writingley.com,"Business, Health, Technology",17.5,20.5,0,55,5,,Up to 2 days,Dofollow
psychologs.com,"Health, Home and Family, Internet",125.99,136.49,34591,41,44,,N/A,Dofollow
didyouknowhomes.com,"Home and Family, Lifestyle, Real Estate",36.5,66,0,32,22,,N/A,Dofollow
eduqia.com,"Education, Technology, Internet",60,60,1593,57,22,,N/A,Dofollow
beitraghub.de,"Culture, Technology, Movies",32.5,45,564,35,20,,Up to 5 days,Dofollow
admodito.com,"Business, Health, Technology",22.5,23.5,0,66,7,,English,Dofollow
deavita.com,"Fashion, Food, Health",1003.08,1029.05,273660,72,39,,N/A,Dofollow
chicasrockeras.com,"Entertainment, Fashion, For Women",30.5,37.5,97,48,9,,Up to 2 days,Dofollow
ultraimg.com,"Entertainment, Games, ",66,140.99,21,63,20,,N/A,Dofollow
thehansindia.com,News and Media ,488.98,563.97,564189,79,63,,N/A,Dofollow
surveysparrow.com,"Business, Technology, Software development",478.33,508.32,158118,52,54,,N/A,Dofollow
drifttravel.com,"Lifestyle, Travelling, ",124.49,199.49,2650,35,30,,N/A,Dofollow
southfloridareporter.com,"Food, News and Media, ",123.74,198.74,2135,58,33,,Up to 6 days,Dofollow
medigy.com,"Business, Finance, Internet",82.5,82.5,1325,27,23,,N/A,Dofollow
toppreference.com,"Business, Entertainment, Fashion",37.5,67.5,5,52,16,,English,Dofollow
inspirebuddy.com,"Construction and Repairs, Finance, Home and Family",45,60,0,58,5,,N/A,Dofollow
digitalengineland.com,"Business, Technology, Marketing and Advertising",78,85.5,0,57,6,,N/A,Dofollow
prezi.com,"Business, Education, Technology",17.5,17.5,4410087,92,73,,English,Dofollow
happyhoursmenu.com,"Business, Health, Travelling",26.5,27.5,2834,41,16,,Up to 3 days,Dofollow
theknowledgereview.com,"Career and Employment, Education, News and Media",75,81,2,39,16,,N/A,Dofollow
warstek.com,"Art, Technology, Science",45,75,19386,26,29,,Indonesian,Dofollow
gaugemagazine.com,"Automobiles, Business, Transport",107.24,182.24,4289,39,29,,Up to 6 days,Dofollow
aikdesigns.com,"Business, Health, Technology",32.5,36.5,2346,64,21,,Up to 2 days,Dofollow
dnaindia.com,"Business, Technology, Sports",329.98,329.98,747863,88,68,,N/A,Dofollow
rm.id,"Law, Movies, Politics",197.99,0,334344,38,48,,Up to 7 days,Dofollow
wallstreetmojo.com,"Business, Career and Employment, Finance",292.49,314.98,87262,51,45,,English,Dofollow
mostlyblogging.com,"Business, Internet, Marketing and Advertising",157.49,179.99,13226,46,42,,Up to 5 days,Dofollow
fashionweekdaily.com,"Business, Culture, Fashion",957.75,1022.69,7412,74,43,,N/A,Dofollow
webdesign-inspiration.com,"Business, Marketing and Advertising, Web-development",179.99,194.99,5105,44,35,,N/A,Dofollow
fangwallet.com,"Business, Education, Finance",206.99,221.99,4586,53,30,,N/A,Dofollow
news365.co.za,"Entertainment, Lifestyle, Sports",97.5,112.49,2860,31,27,,N/A,Dofollow
yuvaleizikblog.com,"Business, Technology, Marketing and Advertising",22.5,35.5,1515,52,21,,Up to 6 days,Dofollow
francenetinfos.com,"Culture, Technology, Lifestyle",155.99,230.99,344,52,26,,N/A,Dofollow
healthresearchpolicy.org,"Beauty, Health, Lifestyle",328.48,545.97,115,38,19,,N/A,Dofollow
californianewstimes.com,"Business, Finance, Lifestyle",22.5,32.5,289,51,7,,N/A,Dofollow
deccanchronicle.com,"Business, Culture, Sports",314.98,329.98,2454336,84,64,,N/A,Dofollow
thestockdork.com,"Business, Finance, Real Estate",749.96,814.9,66922,46,30,,N/A,Dofollow
theleader.info,"Business, Finance, News and Media",119.99,149.99,17996,49,26,,N/A,Dofollow
resolutionsante.com,"Beauty, For Women, Health",82.5,134.08,2575,32,20,,N/A,Dofollow
aigrow.me,"Finance, Technology, Marketing and Advertising",329.98,442.48,6703,30,25,,N/A,Dofollow
biographworld.com,"Books, Entertainment, Lifestyle",23.5,29.5,2191,56,11,,Up to 3 days,Dofollow
repairdaily.com,"Gadgets, Hardware development, Home and Family",32.5,32.5,89,58,5,,N/A,Dofollow
kannadamasti.cc,"Business, Games, Health",21.5,26.5,2365,52,26,,Up to 5 days,Dofollow
chinagadgetsreviews.com,"Gadgets, Hardware development, Technology",27.5,37.5,114365,41,28,,Up to 4 days,Dofollow
audioboo.fm,"Business, Entertainment, Technology",54,67.5,1551,72,27,,N/A,Dofollow
technographx.com,"Entertainment, Gadgets, Technology",72,82.5,98,33,5,,N/A,Dofollow
bitcoininsider.org,"Technology, Programming, Software development",224.99,232.49,14381,45,28,,N/A,Dofollow
quickref.me,"Technology, Internet, Programming",131.99,206.99,781662,33,36,,Up to 6 days,Dofollow
darkhackerworld.com,"Technology, Internet, Programming",52.5,67.5,16228,57,24,,N/A,Dofollow
mybasis.com,"Finance, Internet, Personal Blogs",99,173.99,10252,73,29,,N/A,Dofollow
independent.ng,"Entertainment, News and Media, Sports",247.49,322.48,214959,66,38,,N/A,Dofollow
durhampost.ca,"News and Media, Sports, Travelling",202.49,217.49,29048,24,30,,N/A,Dofollow
ukjournal.co.uk,"Culture, Fashion, Politics",70.5,93,41436,61,28,,N/A,Dofollow
restowarehouse.co.uk,"Business, Home and Family, Lifestyle",17.5,19.5,,58,2,,English,Dofollow
hopetraveler.com,"Lifestyle, Travelling, ",17.5,0,4665,35,24,,Up to 3 days,Dofollow
roofingtoday.co.uk,"Construction and Repairs, Environment, Home and Family",163.49,164.99,9733,35,24,,N/A,Dofollow
wazmagazine.com,"Business, Career and Employment, Fashion",18.7,20.5,20,59,6,,N/A,Dofollow
gulftoday.ae,"Business, Culture, Sports",892.82,905.81,,66,35,,English,Dofollow
rivercountry.newschannelnebraska.com,"Nature, Politics, Society",32.5,60,50078,77,44,,Up to 4 days,Dofollow
getwox.com,"Business, Technology, Software development",73.5,88.5,55636,61,30,,N/A,Dofollow
fuzia.com,"Career and Employment, Culture, Leisure and Hobbies",22.5,0,35885,44,31,,N/A,Dofollow
definithing.com,"Business, Entertainment, Home and Family",190.49,265.49,19252,44,25,,N/A,Dofollow
topmostblog.com,"Business, Education, Technology",37.5,52.5,521,60,20,,N/A,Dofollow
qalamdan.net,"Business, Entertainment, Technology",17.5,0,2578,58,5,,N/A,Dofollow
beerconnoisseur.com,"Business, Food, ",224.99,239.99,38848,55,38,,N/A,Dofollow
agirlworthsaving.net,"Entertainment, Food, Health",140.99,215.99,44919,49,29,,N/A,Dofollow
bistrovista.com,"Business, Fashion, Technology",17.5,0,2573,53,22,,Up to 3 days,Dofollow
thesportsdaily.com,"For Men, Games, Sports",155.99,224.99,3109,61,6,,N/A,Dofollow
padlet.com,"Technology, Internet, Software development",16.5,16.5,28311671,89,68,,Up to 5 days,Dofollow
africanbusinessreview.co.za,"Business, Education, Health",32.5,0,4345,65,29,,Up to 6 days,Dofollow
gritdaily.com,"Business, Fashion, Technology",742.46,808.4,26756,70,32,,N/A,Dofollow
currentpackages.com,"Business, Technology, Law",17.5,0,5005,37,22,,Up to 3 days,Dofollow
brazendenver.com,"Art, Automobiles, Home and Family",37.5,52.5,3735,58,22,,Up to 8 days,Dofollow
socialpros.co,"Business, E-commerce, Marketing and Advertising",329.98,442.48,10142,32,22,,N/A,Dofollow
nvweekly.com,"Business, Entertainment, Fashion",27.5,29.5,152,59,12,,N/A,Dofollow
namatin.com,"Animals and Pets, Music, Sports",45,60,42141,38,41,,Up to 3 days,Dofollow
etherions.com,"Business, Finance, Technology",91.5,166.49,1559,31,32,,Up to 6 days,Dofollow
theapopkavoice.com,"Business, Lifestyle, Miscellaneous",191.24,205.49,9864,48,30,,Up to 5 days,Dofollow
irnpost.com,"Games, Technology, Mobile",75,90,2101,36,19,,N/A,Dofollow
bestemsguide.com,"Home and Family, Sports, Travelling",18.5,21.5,470,51,5,,Up to 5 days,Dofollow
zrzutka.pl,"Leisure and Hobbies, Sports, Travelling",17.5,22.5,1776868,62,52,,Up to 5 days,Dofollow
periodicodaily.com,"Business, Technology, News and Media",149.99,224.99,17804,47,33,,N/A,Dofollow
